DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,FORM_NAME,FORM_50,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
349,1526,Zeta-cypermethrin,>1,EC50,Fury 10 EW,0.11,1526_ai_c,1526_form_c,1526_3,2,Pseudokirchneriella subcapitata,NA,96,Insecticide,NA,Acute,Oil in water emulsion,YES,NA,NA,NA
350,1526,Zeta-cypermethrin,>1,EC50,Fury 10 EW,0.16,1526_ai_c,1526_form_c,1526_4,1,Pseudokirchneriella subcapitata,NA,96,Insecticide,NA,Acute,Oil in water emulsion,YES,NA,NA,NA
351,1531,Chlorsulfuron,0.068,EC50,Chlorsulfuron 75 WG,0.066,1531_ai_a,1531_form_a,1531_1,1,Selenastrum capricornutum,NA,72,Herbicide,NA,Acute,Water dispersible granule,UNSURE,NA,NA,NA
352,1531,Chlorsulfuron,>130,LD50,Chlorsulfuron 75 WG,>101,1531_ai_b,1531_form_b,1531_2,1,Apis mellifera,Honeybee,NA,Herbicide,Oral,Acute,Water dispersible granule,NO,YES,NA,NA
353,1531,Chlorsulfuron,>100,LD50,Chlorsulfuron 75 WG,>101,1531_ai_c,1531_form_c,1531_3,1,Apis mellifera,Honeybee,NA,Herbicide,Contact,Acute,Water dispersible granule,NO,YES,NA,NA
354,1528,Metam-sodium,>0.175,LC50,Vapam,0.389,1528_ai_a,1528_form_a,1528_1,1,Lepomis macrochirus,NA,96,All,NA,Acute,Soluble Concentrate,YES,NA,NA,NA
355,1532,Propaquizafop,0.19,LC50,Agil 100 EC,0.11,1532_ai_a,1532_form_a,1532_1,1,Cyrpinus carpio,NA,96,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
356,1532,Propaquizafop,>0.9,EC50,Agil 100 EC,0.24,1532_ai_b,1532_form_b,1532_2,1,Daphnia magna,Water flea,48,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
357,1532,Propaquizafop,>20,LD50,Agil 100 EC,>18.9,1532_ai_c,1532_form_c,1532_3,1,Apis mellifera,Honeybee,NA,Herbicide,Oral,Acute,Emusifiable Concentrate,YES,NA,NA,NA
358,1532,Propaquizafop,>200,LD50,Agil 100 EC,>18.9,1532_ai_d,1532_form_d,1532_4,1,Apis mellifera,Honeybee,NA,Herbicide,Contact,Acute,Emusifiable Concentrate,YES,NA,NA,NA
359,1532,Propaquizafop,>500,LC50,Agil 100 EC,27,1532_ai_e,1532_form_e,1532_5,1,Eisenia foetida,Earthworm,336,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
360,1551,Quizalop-P-ethyl,1182,LD50,Targa Super,127.6,1551_ai_a,1551_form_a,1551_1,1,NA,Rat,NA,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
361,1551,Quizalop-P-ethyl,0.021,EC50,Targa Super,0.024,1551_ai_b,1551_form_b,1551_2,2,Pseudokirchneriella subcapitata,NA,72,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
362,1551,Quizalop-P-tefuryl,>1.9,EC50,Panarex,0.01,1551_ai_c,1551_form_c,1551_3,2,Pseudokirchneriella subcapitata,NA,72,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
363,1551,Quizalop-P-ethyl,0.069,EC50,Targa Super,0.06,1551_ai_b,1551_form_b,1551_4,1,Pseudokirchneriella subcapitata,NA,72,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
364,1551,Quizalop-P-tefuryl,>1.9,EC50,Panarex,0.03,1551_ai_c,1551_form_c,1551_5,1,Pseudokirchneriella subcapitata,NA,72,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
365,1551,Quizalop-P-ethyl,>100,LD50,Targa Super,10.4,1551_ai_d,1551_form_d,1551_6,1,Apis mellifera,Honeybee,NA,Herbicide,Oral,Acute,Emusifiable Concentrate,YES,NA,NA,NA
366,1551,Quizalop-P-ethyl,>100,LD50,Quizalop-P-ethyl,>25,1551_ai_e,1551_form_e,1551_7,1,Apis mellifera,Honeybee,NA,Herbicide,Contact,Acute,Emusifiable Concentrate,YES,NA,NA,NA
367,1551,Quizalop-P-tefuryl,>100,LD50,Quizalop-P-tefuryl,>40,1551_ai_f,1551_form_f,1551_8,1,Apis mellifera,Honeybee,NA,Herbicide,Contact,Acute,Emusifiable Concentrate,YES,NA,NA,NA
368,1551,Quizalop-P-ethyl,>500,LC50,Quizalop-P-ethyl,18.5,1551_ai_g,1551_form_g,1551_9,1,Eisenia foetida,Earthworm,336,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
369,1551,Quizalop-P-tefuryl,>500,LC50,Quizalop-P-tefuryl,16.95,1551_ai_h,1551_form_h,1551_10,1,Eisenia foetida,Earthworm,336,Herbicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
370,1543,Etofenprox,0.0012,EC50,TREBON 30EC,0.00044,1543_ai_a,1543_form_a,1543_1,1,Daphnia magna,Water flea,48,Insecticide,NA,Acute,Emusifiable Concentrate,UNSURE,NA,NA,NA
371,1543,Etofenprox,>0.150,EC50,TREBON 30EC,58,1543_ai_b,1543_form_b,1543_2,1,Pseudokirchneriella subcapitata,NA,72,Insecticide,NA,Acute,Emusifiable Concentrate,UNSURE,NA,NA,NA
372,1543,Etofenprox,0.024,LD50,TREBON 30EC,0.37,1543_ai_c,1543_form_c,1543_3,1,Apis mellifera,Honeybee,48,Insecticide,Oral,Acute,Emusifiable Concentrate,YES,NA,NA,NA
373,1543,Etofenprox,0.015,LD50,TREBON 30EC,0.04,1543_ai_d,1543_form_d,1543_4,1,Apis mellifera,Honeybee,48,Insecticide,Contact,Acute,Emusifiable Concentrate,YES,NA,NA,NA
374,1543,Etofenprox,>23.6,LC50,TREBON 30EC,>51.35,1543_ai_e,1543_form_e,1543_5,1,NA,Earthworm,NA,Insecticide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
375,1534,2-Phenylphenol,4,LC50,AGF/1-04,4.94,1534_ai_a,1534_form_a,1534_1,1,Oncorhynchus mykiss,Rainbow trout,96,Fungicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
376,1534,2-Phenylphenol,2.7,EC50,AGF/1-04,2.42,1534_ai_b,1534_form_b,1534_2,1,Daphnia magna,Water flea,48,Fungicide,NA,Acute,Emusifiable Concentrate,YES,NA,NA,NA
377,1534,Cyflufenamid,1.04,LC50,NF-149 EW,0.511,1548_ai_a,1548_form_a,1548_1,1,Oncorhynchus mykiss,Rainbow trout,96,Fungicide,NA,Acute,Oil in water emulsion,YES,NA,NA,NA
378,1534,Cyflufenamid,1.73,EC50,NF-149 EW,0.491,1548_ai_b,1548_form_b,1548_2,1,Daphnia magna,Water flea,48,Fungicide,NA,Acute,Oil in water emulsion,YES,NA,NA,NA
379,1534,Cyflufenamid,>0.828,EC50,NF-149 EW,0.0364,1548_ai_c,1548_form_c,1548_3,2,Pseudokirchneriella subcapitata,NA,72,Fungicide,NA,Acute,Oil in water emulsion,YES,NA,NA,NA
380,1534,Cyflufenamid,>0.828,EC50,NF-149 EW,0.0844,1548_ai_c,1548_form_c,1548_4,1,Pseudokirchneriella subcapitata,NA,72,Fungicide,NA,Acute,Oil in water emulsion,YES,NA,NA,NA
381,1534,Cyflufenamid,>100,LD50,NF-149 EW,>15.51,1548_ai_d,1548_form_d,1548_5,1,Apis mellifera,Honeybee,NA,Fungicide,Oral,Acute,Oil in water emulsion,YES,NA,NA,NA
